model,config,mean_acc,std_acc,mean_f1,std_f1,mean_recall,std_recall,mean_precision,std_precision,loss,accuracy,precision,recall,f1
SmallCNN,"{'batch_size': 128, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.5}",0.10301111111111111,0.0008929188691185314,0.051711077937607965,0.0067179394397511825,0.10301111111111111,0.0008929188691185303,0.0624033818518813,0.010226462975175859,2.3027433475977936,0.10344444444444445,0.075098385137518,0.10344444444444445,0.06350741564063325
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0}",0.7142666666666667,0.010750085334781091,0.7133448259364639,0.010870106694445525,0.7142666666666667,0.010750085334781096,0.7276456133887945,0.005978259864099041,0.8071882914379239,0.7212222222222222,0.7288043435766015,0.7212222222222222,0.7202233298383807
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.001}",0.7119111111111112,0.022343176996547292,0.7106071370818052,0.02422122895156554,0.7119111111111112,0.02234317699654729,0.7264378715327171,0.011729574735229032,0.8074832430713706,0.7185555555555555,0.7298543696505,0.7185555555555556,0.7204734236299127
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.5}",0.5450666666666667,0.038985460340617,0.5169672795877764,0.04075771441847096,0.5450666666666667,0.038985460340617006,0.6883623525845131,0.018192703114337284,1.4335535462962257,0.5007777777777778,0.7090475640224503,0.5007777777777778,0.45530029153025237
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0}",0.7092,0.009087865558618406,0.7072674013955488,0.01013622715267017,0.7092,0.009087865558618421,0.7234470281917438,0.007669131299971146,0.8663450172088213,0.6992222222222222,0.7220690321906171,0.6992222222222222,0.6967219790840076
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.001}",0.7061999999999999,0.011265081340725786,0.7056266518066372,0.011974353926092748,0.7061999999999999,0.011265081340725817,0.7266427376626613,0.006656752805113896,0.8120323863319224,0.7118888888888889,0.7170537578282714,0.7118888888888889,0.7107147857825972
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.5}",0.5680777777777778,0.046344924091275226,0.5458173815754375,0.054663759336833075,0.5680777777777778,0.04634492409127521,0.684984541907757,0.018767724944197723,1.2699887904061211,0.6434444444444445,0.6614350613596602,0.6434444444444445,0.6362945015064103
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0}",0.7085777777777778,0.01647276506923056,0.7063758469883835,0.01845263447471009,0.7085777777777778,0.016472765069230594,0.7251843314890924,0.00950593026856002,0.8567989498343732,0.7142222222222222,0.7289208458759527,0.7142222222222222,0.7076387142752798
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.001}",0.7076777777777777,0.015501975625233134,0.7056557195066642,0.01669286679725083,0.7076777777777777,0.015501975625233122,0.7284622130382739,0.007201766636573457,0.8746246790641712,0.6985555555555556,0.7258244718408046,0.6985555555555556,0.6952404802407619
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.5}",0.5746555555555556,0.03461564185710989,0.5517915383517393,0.047464218059473075,0.5746555555555556,0.03461564185710992,0.6812251296227239,0.017307609549796096,1.3485017454889086,0.5706666666666667,0.6828039481448575,0.5706666666666667,0.5665170230293961
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0}",0.7079555555555556,0.007997804911469168,0.7057835488053408,0.00978340695704391,0.7079555555555556,0.007997804911469132,0.7226303605899588,0.007837397375882875,0.8225398544553253,0.7112222222222222,0.7205236012216865,0.7112222222222223,0.7100143445025916
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.001}",0.7106222222222223,0.013037584163603518,0.7085935673816472,0.015157266518939283,0.7106222222222223,0.013037584163603557,0.7288417202418085,0.009781274536499261,0.839429198379318,0.707,0.7245626067161459,0.7070000000000001,0.7091541275424127
ResNet,"{'batch_size': 8, 'learning_rate': 0.001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.5}",0.5897777777777777,0.04478205107814326,0.568283724590043,0.06468494213273951,0.5897777777777777,0.044782051078143245,0.6752112869896892,0.01737931248467589,1.3329919847382439,0.63,0.6858317944509875,0.63,0.6247343887058645
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0}",0.6925333333333333,0.02469733384476512,0.6905018166359753,0.025882509663053735,0.6925333333333333,0.024697333844765124,0.69719928309774,0.020903641803232592,0.8480763140420119,0.7068888888888889,0.7102349853959377,0.7068888888888888,0.7068524914266973
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.001}",0.6933,0.02745091891441051,0.6901321302048449,0.031206429654968802,0.6933,0.027450918914410528,0.6962614330709493,0.024019078386377093,0.849344446460406,0.7068888888888889,0.7088414694606768,0.7068888888888889,0.7059149239420639
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.5}",0.6664555555555556,0.02014463817465899,0.6610987649956972,0.024699483147065212,0.6664555555555556,0.020144638174658978,0.67954311400906,0.014450179222613617,1.2750684173901876,0.6687777777777778,0.6786199823518488,0.6687777777777778,0.6620338130845663
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0}",0.6941444444444445,0.025238671418666724,0.6919076017315368,0.027164449716337382,0.6941444444444445,0.025238671418666717,0.6963540071817614,0.025829230681022143,0.831802785674731,0.7128888888888889,0.713940050284355,0.7128888888888889,0.7121558209122673
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.001}",0.6910666666666667,0.032438575488116274,0.6892254517679389,0.0341653486874272,0.6910666666666667,0.03243857548811627,0.6977159294942208,0.02295053153421098,0.8472707952592108,0.7073333333333334,0.708333816465655,0.7073333333333333,0.7051831991568441
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.5}",0.6633777777777777,0.017045424666391085,0.6568887579837286,0.020310812005067378,0.6633777777777777,0.017045424666391033,0.684135594148611,0.0173439518948275,1.280114951133728,0.6621111111111111,0.6892928047682172,0.6621111111111111,0.6547626146342979
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0}",0.6908333333333333,0.025071434293998798,0.6885920267122123,0.026013631990144018,0.6908333333333333,0.025071434293998787,0.6937814677308397,0.022801620444714288,0.8462767157720195,0.708,0.7084686211204954,0.708,0.707427922229681
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.001}",0.6901111111111111,0.026047808740699157,0.6885008463830248,0.026469572215909905,0.6901111111111111,0.026047808740699188,0.6958477965046838,0.022208065149594183,0.8426894841392835,0.7083333333333334,0.7126507765434835,0.7083333333333334,0.707311041396592
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.5}",0.6546666666666667,0.03152006350393635,0.6465010093973766,0.037961026868474364,0.6546666666666666,0.0315200635039364,0.6799244116707827,0.01315969283642017,1.2703962536123063,0.6757777777777778,0.6800356257149301,0.6757777777777777,0.6739867251105534
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0}",0.6843888888888889,0.04457909387173813,0.6812998541529409,0.04651641712164788,0.6843888888888889,0.044579093871738085,0.6940613829108118,0.02460251010057506,0.8475896807710329,0.7098888888888889,0.7093885285472202,0.7098888888888889,0.7075517595896855
